sample_index,timestamp,sensor_id,sensor_type,raw_value,reference_value,condition,gain,offset,drift_event
18,2026-09-22 01:30:00,T02,Temperature,27.167,26.783,healthy,1.00566,0.19997,0
89,2026-09-22 07:25:00,H02,Humidity,59.525,54.434,warning,1.08477,0.5036,0
138,2026-09-22 11:30:00,T02,Temperature,25.881,24.089,warning,1.06569,0.18959,0
94,2026-09-22 07:50:00,H01,Humidity,57.275,57.206,healthy,0.99098,0.49091,0
75,2026-09-22 06:15:00,T02,Temperature,24.465,24.178,healthy,1.00385,0.20129,0
120,2026-09-22 10:00:00,H02,Humidity,47.314,44.103,warning,1.06425,0.49748,0
93,2026-09-22 07:45:00,H02,Humidity,57.894,53.203,warning,1.0819,0.41369,0
153,2026-09-22 12:45:00,T02,Temperature,28.197,22.774,unhealthy,1.22884,0.21567,1
87,2026-09-22 07:15:00,C01,CO2,738.972,733.256,healthy,1.00084,4.84194,0
134,2026-09-22 11:10:00,H02,Humidity,52.846,44.731,unhealthy,1.17867,0.43973,0
67,2026-09-22 05:35:00,H02,Humidity,61.078,56.468,warning,1.0722,0.47173,1
35,2026-09-22 02:55:00,T02,Temperature,24.549,24.59,healthy,0.9904,0.19177,0
69,2026-09-22 05:45:00,H02,Humidity,61.692,58.479,warning,1.04918,0.43925,0
129,2026-09-22 10:45:00,H02,Humidity,52.454,42.938,unhealthy,1.21249,0.45662,0
142,2026-09-22 11:50:00,T02,Temperature,25.684,23.552,warning,1.08301,0.17099,0
100,2026-09-22 08:20:00,T01,Temperature,25.935,25.739,healthy,1.00024,0.20329,0
23,2026-09-22 01:55:00,H02,Humidity,41.479,41.066,healthy,0.9971,0.48392,0
182,2026-09-22 15:10:00,T01,Temperature,23.969,23.778,healthy,1.00074,0.20094,0
10,2026-09-22 00:50:00,C01,CO2,524.819,525.136,healthy,0.99236,5.15409,0
133,2026-09-22 11:05:00,H02,Humidity,51.775,44.887,unhealthy,1.14283,0.53605,0
170,2026-09-22 14:10:00,H02,Humidity,71.798,58.98,unhealthy,1.20632,0.57272,0
83,2026-09-22 06:55:00,C01,CO2,680.642,673.251,healthy,1.00054,4.97204,0
177,2026-09-22 14:45:00,C01,CO2,572.755,567.425,healthy,0.99608,4.80633,0
76,2026-09-22 06:20:00,C01,CO2,564.514,558.494,healthy,0.99909,4.9952,0
138,2026-09-22 11:30:00,T01,Temperature,26.013,25.665,healthy,1.00433,0.21072,0
183,2026-09-22 15:15:00,T02,Temperature,30.931,25.704,unhealthy,1.19808,0.17021,0
59,2026-09-22 04:55:00,C01,CO2,534.35,531.781,healthy,0.99535,4.80297,0
176,2026-09-22 14:40:00,H02,Humidity,69.427,57.228,unhealthy,1.1998,0.57115,0
3,2026-09-22 00:15:00,H01,Humidity,56.776,56.315,healthy,1.00144,0.50416,0
170,2026-09-22 14:10:00,H01,Humidity,54.784,54.094,healthy,1.00043,0.52953,0
196,2026-09-22 16:20:00,C02,CO2,942.193,708.683,unhealthy,1.31826,6.43999,0
178,2026-09-22 14:50:00,C01,CO2,555.911,551.641,healthy,1.00015,4.9748,0
40,2026-09-22 03:20:00,T01,Temperature,26.267,26.148,healthy,0.99693,0.20196,0
193,2026-09-22 16:05:00,H02,Humidity,65.952,50.048,unhealthy,1.31219,0.45185,0
58,2026-09-22 04:50:00,C01,CO2,555.603,552.234,healthy,0.99887,5.18856,0
72,2026-09-22 06:00:00,T01,Temperature,23.139,22.811,healthy,1.00371,0.21854,0
158,2026-09-22 13:10:00,H02,Humidity,68.053,56.333,unhealthy,1.19428,0.53018,0
150,2026-09-22 12:30:00,C01,CO2,771.764,763.992,healthy,1.00229,5.02035,0
104,2026-09-22 08:40:00,C02,CO2,669.692,624.715,warning,1.06336,5.27203,0
84,2026-09-22 07:00:00,T01,Temperature,23.951,23.628,healthy,1.0071,0.18666,0
32,2026-09-22 02:40:00,T01,Temperature,26.956,26.673,healthy,1.00167,0.20727,0
108,2026-09-22 09:00:00,T02,Temperature,29.247,27.11,warning,1.07264,0.18023,0
53,2026-09-22 04:25:00,C01,CO2,649.262,648.067,healthy,0.99242,4.87819,0
71,2026-09-22 05:55:00,H02,Humidity,61.688,57.901,warning,1.05678,0.4117,0
109,2026-09-22 09:05:00,H01,Humidity,53.023,52.097,healthy,1.00437,0.52299,0
191,2026-09-22 15:55:00,T01,Temperature,25.445,24.946,healthy,1.01009,0.20537,0
147,2026-09-22 12:15:00,H01,Humidity,43.939,43.705,healthy,0.99096,0.50844,0
70,2026-09-22 05:50:00,C02,CO2,617.536,614.282,healthy,1.00219,4.89295,0
117,2026-09-22 09:45:00,C02,CO2,566.559,516.078,warning,1.09185,4.7447,0
77,2026-09-22 06:25:00,T02,Temperature,24.728,24.63,healthy,0.99568,0.21057,0
25,2026-09-22 02:05:00,H01,Humidity,46.981,46.797,healthy,0.99433,0.51509,0
199,2026-09-22 16:35:00,H02,Humidity,58.404,46.676,unhealthy,1.23864,0.5597,0
1,2026-09-22 00:05:00,H01,Humidity,56.653,56.278,healthy,0.99717,0.49167,0
70,2026-09-22 05:50:00,T01,Temperature,23.435,23.146,healthy,1.00443,0.20146,0
171,2026-09-22 14:15:00,H01,Humidity,54.763,53.99,healthy,1.00165,0.48858,0
81,2026-09-22 06:45:00,C02,CO2,836.048,767.032,warning,1.08303,5.39219,0
185,2026-09-22 15:25:00,C01,CO2,497.839,499.437,healthy,0.98831,5.07055,0
148,2026-09-22 12:20:00,C02,CO2,982.464,793.533,unhealthy,1.23309,5.55626,0
83,2026-09-22 06:55:00,H01,Humidity,57.237,56.778,healthy,1.00215,0.50729,0
101,2026-09-22 08:25:00,H01,Humidity,57.427,56.636,healthy,1.00369,0.49894,0
112,2026-09-22 09:20:00,H02,Humidity,48.011,44.53,warning,1.06591,0.52956,0
132,2026-09-22 11:00:00,T01,Temperature,27.04,26.507,healthy,1.01187,0.21319,0
22,2026-09-22 01:50:00,T02,Temperature,26.793,26.557,healthy,1.00103,0.19053,0
158,2026-09-22 13:10:00,C01,CO2,795.879,785.944,healthy,1.00584,4.7847,0
67,2026-09-22 05:35:00,T02,Temperature,23.859,23.595,healthy,1.0032,0.20094,0
165,2026-09-22 13:45:00,C01,CO2,749.695,744.518,healthy,0.99862,5.06617,0
81,2026-09-22 06:45:00,T01,Temperature,23.736,23.403,healthy,1.00597,0.19231,0
15,2026-09-22 01:15:00,H02,Humidity,44.099,43.915,healthy,0.98873,0.49214,0
36,2026-09-22 03:00:00,C02,CO2,746.631,741.479,healthy,0.99868,5.27964,0
115,2026-09-22 09:35:00,T01,Temperature,26.781,26.801,healthy,0.99259,0.19528,0
189,2026-09-22 15:45:00,T02,Temperature,33.201,26.467,unhealthy,1.24643,0.20943,0
72,2026-09-22 06:00:00,H01,Humidity,54.172,53.632,healthy,0.99915,0.49722,0
55,2026-09-22 04:35:00,C01,CO2,597.085,594.906,healthy,0.99477,5.18958,0
8,2026-09-22 00:40:00,T02,Temperature,27.096,26.864,healthy,1.001,0.19886,0
144,2026-09-22 12:00:00,T02,Temperature,25.13,23.245,warning,1.07124,0.21285,0
129,2026-09-22 10:45:00,T02,Temperature,27.227,25.144,warning,1.07418,0.20664,0
42,2026-09-22 03:30:00,C02,CO2,679.758,671.918,healthy,1.00261,4.87677,0
14,2026-09-22 01:10:00,T01,Temperature,26.831,26.585,healthy,1.0023,0.21267,0
152,2026-09-22 12:40:00,C01,CO2,793.401,789.715,healthy,1.00064,4.62195,0
151,2026-09-22 12:35:00,C02,CO2,1026.887,797.951,unhealthy,1.27948,4.49817,0
129,2026-09-22 10:45:00,H01,Humidity,44.348,43.595,healthy,1.0048,0.50937,0
95,2026-09-22 07:55:00,H02,Humidity,55.322,50.758,warning,1.08516,0.48737,0
101,2026-09-22 08:25:00,H02,Humidity,52.854,48.1,warning,1.08711,0.48305,0
182,2026-09-22 15:10:00,C01,CO2,526.841,526.791,healthy,0.99247,5.11812,0
164,2026-09-22 13:40:00,C02,CO2,794.448,628.302,unhealthy,1.25572,4.92056,0
160,2026-09-22 13:20:00,C02,CO2,928.266,710.722,unhealthy,1.3005,5.25058,0
157,2026-09-22 13:05:00,C02,CO2,956.027,737.095,unhealthy,1.29417,5.00582,0
151,2026-09-22 12:35:00,C01,CO2,782.981,770.436,healthy,1.01,4.72808,0
120,2026-09-22 10:00:00,H01,Humidity,46.775,45.843,healthy,1.00928,0.49447,0
6,2026-09-22 00:30:00,T01,Temperature,26.048,25.989,healthy,0.99509,0.19509,0
40,2026-09-22 03:20:00,C01,CO2,789.848,776.984,healthy,1.00673,5.2348,0
185,2026-09-22 15:25:00,H02,Humidity,65.087,54.059,unhealthy,1.19184,0.45849,0
167,2026-09-22 13:55:00,T02,Temperature,28.522,23.934,unhealthy,1.18566,0.15173,0
46,2026-09-22 03:50:00,C02,CO2,596.681,594.968,healthy,0.99685,4.98903,0
174,2026-09-22 14:30:00,H01,Humidity,56.537,55.629,healthy,1.00848,0.49626,0
153,2026-09-22 12:45:00,C02,CO2,976.801,772.564,unhealthy,1.25775,4.93387,0
175,2026-09-22 14:35:00,T02,Temperature,31.386,24.696,unhealthy,1.26394,0.17753,0
127,2026-09-22 10:35:00,H01,Humidity,43.86,43.667,healthy,0.99806,0.50131,0
26,2026-09-22 02:10:00,T01,Temperature,27.227,26.906,healthy,1.00451,0.19697,0
71,2026-09-22 05:55:00,C01,CO2,516.296,510.214,healthy,1.00116,5.01184,0
133,2026-09-22 11:05:00,C02,CO2,855.487,674.598,unhealthy,1.26244,4.84139,0
117,2026-09-22 09:45:00,C01,CO2,583.337,579.836,healthy,0.99529,5.07901,0
47,2026-09-22 03:55:00,H01,Humidity,42.975,42.427,healthy,0.99758,0.495,0
192,2026-09-22 16:00:00,C01,CO2,516.632,515.703,healthy,0.99098,4.98997,0
138,2026-09-22 11:30:00,C02,CO2,980.31,740.816,unhealthy,1.31214,5.91087,0
152,2026-09-22 12:40:00,H02,Humidity,63.733,52.897,unhealthy,1.1948,0.533,0
138,2026-09-22 11:30:00,H02,Humidity,56.993,46.291,unhealthy,1.21548,0.5207,0
197,2026-09-22 16:25:00,C02,CO2,915.849,725.212,unhealthy,1.25675,4.94484,0
170,2026-09-22 14:10:00,C01,CO2,689.613,686.551,healthy,0.99981,5.03919,0
32,2026-09-22 02:40:00,T02,Temperature,25.061,24.831,healthy,0.99997,0.20624,0
113,2026-09-22 09:25:00,C02,CO2,572.262,523.829,warning,1.08371,5.06781,0
143,2026-09-22 11:55:00,C01,CO2,674.63,667.803,healthy,1.00225,4.85677,0
28,2026-09-22 02:20:00,T01,Temperature,27.074,26.903,healthy,1.00021,0.18972,0
85,2026-09-22 07:05:00,C02,CO2,873.84,808.623,warning,1.07419,5.13483,0
132,2026-09-22 11:00:00,H01,Humidity,41.785,41.623,healthy,0.99509,0.47113,0
189,2026-09-22 15:45:00,C02,CO2,790.498,600.525,unhealthy,1.31177,4.53371,0
88,2026-09-22 07:20:00,T02,Temperature,27.955,25.605,warning,1.08452,0.20135,0
73,2026-09-22 06:05:00,H02,Humidity,61.84,57.442,warning,1.06411,0.50467,0
154,2026-09-22 12:50:00,C01,CO2,794.748,786.166,healthy,1.00351,4.8207,0
135,2026-09-22 11:15:00,C02,CO2,905.519,696.463,unhealthy,1.29304,4.89969,0
122,2026-09-22 10:10:00,H02,Humidity,45.895,41.855,warning,1.08164,0.55184,0
62,2026-09-22 05:10:00,H02,Humidity,56.173,55.44,healthy,1.00707,0.49257,0
22,2026-09-22 01:50:00,C01,CO2,656.613,652.368,healthy,0.99833,5.16096,0
119,2026-09-22 09:55:00,H01,Humidity,48.905,48.005,healthy,1.00252,0.51099,0
81,2026-09-22 06:45:00,C01,CO2,632.112,632.682,healthy,0.9932,4.84266,0
78,2026-09-22 06:30:00,T01,Temperature,23.654,23.331,healthy,1.00453,0.2081,0
121,2026-09-22 10:05:00,H02,Humidity,44.525,40.72,warning,1.08145,0.54821,0
130,2026-09-22 10:50:00,C01,CO2,509.529,505.744,healthy,0.998,5.0086,0
194,2026-09-22 16:10:00,H01,Humidity,56.151,55.698,healthy,0.99411,0.50085,0
15,2026-09-22 01:15:00,T01,Temperature,27.294,26.942,healthy,1.00664,0.20385,0
16,2026-09-22 01:20:00,C01,CO2,566.545,561.33,healthy,0.99867,4.70016,0
94,2026-09-22 07:50:00,C02,CO2,823.31,756.35,warning,1.08031,5.12802,0
83,2026-09-22 06:55:00,T02,Temperature,27.625,25.316,warning,1.08374,0.21038,0
172,2026-09-22 14:20:00,C01,CO2,664.502,650.25,healthy,1.01095,4.9269,0
44,2026-09-22 03:40:00,H02,Humidity,46.408,45.942,healthy,1.00366,0.47241,0
111,2026-09-22 09:15:00,H02,Humidity,46.997,43.721,warning,1.06105,0.48719,0
85,2026-09-22 07:05:00,T02,Temperature,27.726,25.703,warning,1.07057,0.20938,0
91,2026-09-22 07:35:00,H01,Humidity,58.197,58.372,healthy,0.99121,0.49083,0
37,2026-09-22 03:05:00,T01,Temperature,26.222,26.169,healthy,0.99576,0.18966,0
136,2026-09-22 11:20:00,H01,Humidity,41.639,41.303,healthy,0.99465,0.50789,0
85,2026-09-22 07:05:00,C01,CO2,711.088,703.622,healthy,1.00069,5.11676,0
112,2026-09-22 09:20:00,H01,Humidity,50.838,50.185,healthy,1.00096,0.50209,0
134,2026-09-22 11:10:00,T01,Temperature,26.455,26.184,healthy,1.00222,0.19484,0
105,2026-09-22 08:45:00,T01,Temperature,26.092,26.062,healthy,0.99502,0.19444,0
51,2026-09-22 04:15:00,C01,CO2,670.464,663.575,healthy,1.00341,4.82965,0
81,2026-09-22 06:45:00,H02,Humidity,60.639,57.097,warning,1.05683,0.39244,0
125,2026-09-22 10:25:00,T01,Temperature,27.281,26.966,healthy,1.00314,0.21306,0
128,2026-09-22 10:40:00,C02,CO2,625.271,586.429,warning,1.05749,4.62707,0
85,2026-09-22 07:05:00,H01,Humidity,56.534,56.541,healthy,0.99625,0.4882,0
183,2026-09-22 15:15:00,H01,Humidity,57.913,57.078,healthy,1.00785,0.514,0
10,2026-09-22 00:50:00,H02,Humidity,46.173,45.84,healthy,0.99584,0.52858,0
184,2026-09-22 15:20:00,T02,Temperature,31.712,25.84,unhealthy,1.22194,0.16512,0
49,2026-09-22 04:05:00,C01,CO2,693.17,687.125,healthy,1.00218,4.98377,0
161,2026-09-22 13:25:00,T01,Temperature,23.117,22.945,healthy,0.998,0.18977,0
142,2026-09-22 11:50:00,H01,Humidity,42.325,42.054,healthy,0.99694,0.49909,0
168,2026-09-22 14:00:00,H02,Humidity,67.963,57.706,unhealthy,1.16572,0.4578,0
199,2026-09-22 16:35:00,T01,Temperature,25.764,25.731,healthy,0.99291,0.21326,0
166,2026-09-22 13:50:00,H02,Humidity,70.385,58.375,unhealthy,1.1936,0.63928,0
173,2026-09-22 14:25:00,T02,Temperature,30.595,24.558,unhealthy,1.23704,0.20449,0
41,2026-09-22 03:25:00,H01,Humidity,42.187,41.586,healthy,0.99839,0.49229,0
119,2026-09-22 09:55:00,T01,Temperature,27.135,26.991,healthy,0.99751,0.19725,0
130,2026-09-22 10:50:00,H01,Humidity,44.233,44.035,healthy,0.9959,0.49022,0
80,2026-09-22 06:40:00,T01,Temperature,23.773,23.613,healthy,1.0,0.18744,0
80,2026-09-22 06:40:00,H01,Humidity,57.763,57.783,healthy,0.9941,0.49252,0
111,2026-09-22 09:15:00,C02,CO2,563.326,519.381,warning,1.0767,4.87025,0
104,2026-09-22 08:40:00,H02,Humidity,50.683,47.701,warning,1.05734,0.50341,0
174,2026-09-22 14:30:00,T02,Temperature,30.302,24.808,unhealthy,1.21307,0.18101,0
11,2026-09-22 00:55:00,T02,Temperature,27.387,27.086,healthy,1.00469,0.1925,0
74,2026-09-22 06:10:00,H01,Humidity,55.347,55.184,healthy,0.99316,0.51117,0
7,2026-09-22 00:35:00,C02,CO2,579.439,575.862,healthy,0.99435,5.19916,0
118,2026-09-22 09:50:00,T01,Temperature,26.909,26.708,healthy,1.00128,0.19578,0
187,2026-09-22 15:35:00,H01,Humidity,58.501,57.918,healthy,0.99935,0.49819,0
122,2026-09-22 10:10:00,H01,Humidity,47.469,46.753,healthy,1.00176,0.49302,0
150,2026-09-22 12:30:00,C02,CO2,969.046,777.115,unhealthy,1.24189,4.72685,0
108,2026-09-22 09:00:00,C01,CO2,718.199,712.098,healthy,1.00254,5.01819,0
177,2026-09-22 14:45:00,T02,Temperature,30.064,24.898,unhealthy,1.20079,0.17384,0
141,2026-09-22 11:45:00,H01,Humidity,43.069,43.013,healthy,0.99189,0.51175,0
74,2026-09-22 06:10:00,C01,CO2,535.521,535.047,healthy,0.99114,4.71919,0
160,2026-09-22 13:20:00,H01,Humidity,50.062,49.741,healthy,0.99563,0.51304,0
125,2026-09-22 10:25:00,H01,Humidity,45.848,45.211,healthy,1.00588,0.48877,0
58,2026-09-22 04:50:00,T02,Temperature,22.946,22.858,healthy,0.99536,0.19195,0
92,2026-09-22 07:40:00,T02,Temperature,28.203,26.472,warning,1.05983,0.18913,0
71,2026-09-22 05:55:00,T02,Temperature,23.909,23.649,healthy,1.00152,0.19789,0
127,2026-09-22 10:35:00,T01,Temperature,27.211,26.786,healthy,1.00706,0.1922,0
101,2026-09-22 08:25:00,T01,Temperature,25.825,25.79,healthy,0.99282,0.20154,0
36,2026-09-22 03:00:00,H01,Humidity,42.994,42.675,healthy,0.99606,0.48341,0
157,2026-09-22 13:05:00,T02,Temperature,27.472,23.025,unhealthy,1.18453,0.22597,0
31,2026-09-22 02:35:00,C01,CO2,783.854,776.423,healthy,1.00373,5.23,0
148,2026-09-22 12:20:00,C01,CO2,762.274,751.789,healthy,1.00678,5.34163,0
106,2026-09-22 08:50:00,C01,CO2,746.934,738.834,healthy,1.0062,5.07757,0
176,2026-09-22 14:40:00,C02,CO2,658.153,503.206,unhealthy,1.3018,4.29111,0
88,2026-09-22 07:20:00,H01,Humidity,57.838,57.79,healthy,0.99332,0.51122,0
129,2026-09-22 10:45:00,C02,CO2,640.668,603.459,warning,1.05728,4.76846,0
160,2026-09-22 13:20:00,T02,Temperature,27.125,23.185,unhealthy,1.16134,0.18573,0
67,2026-09-22 05:35:00,C02,CO2,590.042,581.145,healthy,1.00207,5.05012,0
160,2026-09-22 13:20:00,T01,Temperature,23.416,23.404,healthy,0.9924,0.1917,0
102,2026-09-22 08:30:00,H02,Humidity,51.081,47.696,warning,1.06115,0.53883,0
199,2026-09-22 16:35:00,T02,Temperature,33.427,26.846,unhealthy,1.23794,0.19157,0
53,2026-09-22 04:25:00,H01,Humidity,45.1,44.763,healthy,0.99887,0.50044,0
97,2026-09-22 08:05:00,H02,Humidity,54.352,50.263,warning,1.07059,0.50741,0
107,2026-09-22 08:55:00,C01,CO2,728.97,724.888,healthy,0.99735,5.26346,0
52,2026-09-22 04:20:00,T01,Temperature,24.49,24.346,healthy,0.99653,0.19778,0
172,2026-09-22 14:20:00,H01,Humidity,55.541,54.921,healthy,1.00164,0.51366,0
174,2026-09-22 14:30:00,T01,Temperature,23.089,23.013,healthy,0.9937,0.21348,0
120,2026-09-22 10:00:00,T02,Temperature,28.28,26.066,warning,1.07803,0.2102,0
86,2026-09-22 07:10:00,H02,Humidity,59.498,55.187,warning,1.07241,0.50271,0
69,2026-09-22 05:45:00,H01,Humidity,51.419,51.141,healthy,1.00104,0.50714,0
100,2026-09-22 08:20:00,H02,Humidity,53.126,48.785,warning,1.07729,0.50257,0
127,2026-09-22 10:35:00,C02,CO2,614.03,565.171,warning,1.07733,5.42521,0
57,2026-09-22 04:45:00,H02,Humidity,54.279,53.625,healthy,1.00204,0.51301,0
182,2026-09-22 15:10:00,H01,Humidity,57.519,56.835,healthy,1.00211,0.49754,0
147,2026-09-22 12:15:00,C01,CO2,755.82,746.804,healthy,1.00336,5.28528,0
79,2026-09-22 06:35:00,T01,Temperature,23.311,23.089,healthy,1.00226,0.19503,0
32,2026-09-22 02:40:00,C02,CO2,802.126,791.281,healthy,1.00736,4.87085,0
27,2026-09-22 02:15:00,C01,CO2,740.341,724.403,healthy,1.01023,5.15119,0
57,2026-09-22 04:45:00,H01,Humidity,46.041,45.164,healthy,1.01185,0.49546,0
90,2026-09-22 07:30:00,T02,Temperature,29.034,26.476,warning,1.08911,0.18652,0
170,2026-09-22 14:10:00,T02,Temperature,29.063,24.152,unhealthy,1.19498,0.19946,0
125,2026-09-22 10:25:00,C01,CO2,518.239,515.893,healthy,0.99534,5.17366,0
77,2026-09-22 06:25:00,H01,Humidity,56.34,55.834,healthy,1.00485,0.45258,0
56,2026-09-22 04:40:00,C02,CO2,517.193,509.311,healthy,1.00295,5.03047,0
23,2026-09-22 01:55:00,C02,CO2,787.449,778.086,healthy,1.00752,5.05419,0
198,2026-09-22 16:30:00,H02,Humidity,60.643,48.627,unhealthy,1.23531,0.57622,0
73,2026-09-22 06:05:00,H01,Humidity,52.877,53.001,healthy,0.99024,0.48276,0
197,2026-09-22 16:25:00,T01,Temperature,25.97,25.652,healthy,1.00391,0.19594,0
185,2026-09-22 15:25:00,T01,Temperature,24.578,24.23,healthy,1.00656,0.19408,0
99,2026-09-22 08:15:00,C02,CO2,764.431,705.246,warning,1.0735,5.04005,0
21,2026-09-22 01:45:00,H01,Humidity,49.054,49.261,healthy,0.99285,0.49188,0
51,2026-09-22 04:15:00,H01,Humidity,43.927,43.512,healthy,0.99925,0.48613,0
56,2026-09-22 04:40:00,T02,Temperature,23.275,22.843,healthy,1.00919,0.21008,0
135,2026-09-22 11:15:00,T01,Temperature,26.417,25.946,healthy,1.00946,0.19785,0
108,2026-09-22 09:00:00,C02,CO2,594.991,561.633,warning,1.05684,5.58517,0
186,2026-09-22 15:30:00,H02,Humidity,67.62,53.828,unhealthy,1.24468,0.37871,0
159,2026-09-22 13:15:00,H01,Humidity,48.957,48.424,healthy,0.99975,0.52154,0
177,2026-09-22 14:45:00,H02,Humidity,72.989,57.25,unhealthy,1.26693,0.44114,0
84,2026-09-22 07:00:00,C02,CO2,855.139,783.611,warning,1.08594,5.28031,0
106,2026-09-22 08:50:00,C02,CO2,641.799,605.057,warning,1.04996,5.04469,0
49,2026-09-22 04:05:00,T01,Temperature,24.825,24.904,healthy,0.98881,0.20172,0
62,2026-09-22 05:10:00,C01,CO2,521.263,521.523,healthy,0.98956,5.00632,0
197,2026-09-22 16:25:00,H01,Humidity,56.804,56.384,healthy,0.99922,0.52368,0
126,2026-09-22 10:30:00,H01,Humidity,45.108,44.168,healthy,0.99768,0.49868,0
19,2026-09-22 01:35:00,H02,Humidity,42.947,42.581,healthy,0.99564,0.49066,0
142,2026-09-22 11:50:00,H02,Humidity,58.448,47.724,unhealthy,1.21403,0.48033,0
62,2026-09-22 05:10:00,H01,Humidity,48.52,48.042,healthy,0.99868,0.48643,0
180,2026-09-22 15:00:00,H01,Humidity,58.384,57.125,healthy,1.00821,0.49899,0
26,2026-09-22 02:10:00,C02,CO2,800.709,793.672,healthy,1.0006,5.06959,0
68,2026-09-22 05:40:00,H01,Humidity,51.63,51.005,healthy,1.00572,0.49941,0
33,2026-09-22 02:45:00,T01,Temperature,26.687,26.66,healthy,0.99282,0.20292,0
16,2026-09-22 01:20:00,H01,Humidity,51.147,51.301,healthy,0.98941,0.51027,0
47,2026-09-22 03:55:00,T02,Temperature,23.61,23.3,healthy,1.00481,0.19837,0
50,2026-09-22 04:10:00,C02,CO2,552.687,546.627,healthy,0.9973,5.29476,0
156,2026-09-22 13:00:00,C01,CO2,810.491,802.206,healthy,1.00325,5.08683,0
66,2026-09-22 05:30:00,C02,CO2,548.603,546.633,healthy,0.99612,5.08657,0
16,2026-09-22 01:20:00,T02,Temperature,27.0,26.642,healthy,1.00556,0.21033,0
173,2026-09-22 14:25:00,C02,CO2,691.748,524.735,unhealthy,1.30751,5.44885,0
163,2026-09-22 13:35:00,H02,Humidity,69.156,56.931,unhealthy,1.19881,0.5387,0
143,2026-09-22 11:55:00,H01,Humidity,43.7,43.47,healthy,0.98926,0.49089,0
93,2026-09-22 07:45:00,H01,Humidity,57.794,57.506,healthy,0.99586,0.48659,0
64,2026-09-22 05:20:00,H01,Humidity,49.807,48.974,healthy,1.00634,0.49274,0
191,2026-09-22 15:55:00,T02,Temperature,33.619,26.581,unhealthy,1.25689,0.2011,0
38,2026-09-22 03:10:00,H01,Humidity,42.268,41.834,healthy,1.0003,0.49562,0
190,2026-09-22 15:50:00,C02,CO2,799.164,601.9,unhealthy,1.31668,5.27679,0
126,2026-09-22 10:30:00,T02,Temperature,27.061,25.389,warning,1.05655,0.18984,0
64,2026-09-22 05:20:00,H02,Humidity,56.204,56.151,healthy,0.99377,0.49575,0
65,2026-09-22 05:25:00,H01,Humidity,50.976,50.168,healthy,1.00582,0.49473,0
153,2026-09-22 12:45:00,H01,Humidity,46.22,45.956,healthy,0.99388,0.49369,0
61,2026-09-22 05:05:00,T01,Temperature,23.945,23.621,healthy,1.00572,0.19726,0
18,2026-09-22 01:30:00,H01,Humidity,50.023,49.671,healthy,0.99698,0.48368,0
180,2026-09-22 15:00:00,H02,Humidity,70.785,56.822,unhealthy,1.24588,0.33103,0
162,2026-09-22 13:30:00,C02,CO2,859.244,661.27,unhealthy,1.28935,4.073,0
138,2026-09-22 11:30:00,H01,Humidity,42.956,42.642,healthy,0.99971,0.44056,0
155,2026-09-22 12:55:00,T01,Temperature,23.468,23.482,healthy,0.99211,0.19943,0
132,2026-09-22 11:00:00,C01,CO2,536.569,535.545,healthy,0.99395,5.13279,0
163,2026-09-22 13:35:00,C01,CO2,780.45,770.989,healthy,1.00487,4.98699,0
0,2026-09-22 00:00:00,H02,Humidity,51.924,50.936,healthy,1.00814,0.48975,0
166,2026-09-22 13:50:00,T02,Temperature,27.86,23.692,unhealthy,1.16701,0.18723,0
148,2026-09-22 12:20:00,T02,Temperature,24.592,22.799,warning,1.06983,0.18794,0
109,2026-09-22 09:05:00,C01,CO2,708.898,705.592,healthy,0.99849,4.83844,0
185,2026-09-22 15:25:00,C02,CO2,686.892,532.848,unhealthy,1.27545,5.29702,0
166,2026-09-22 13:50:00,T01,Temperature,22.761,22.783,healthy,0.99162,0.19139,0
160,2026-09-22 13:20:00,C01,CO2,813.412,799.599,healthy,1.01005,4.87814,0
91,2026-09-22 07:35:00,C01,CO2,792.495,784.774,healthy,1.00348,4.81241,0
146,2026-09-22 12:10:00,H01,Humidity,42.223,42.17,healthy,0.99351,0.49192,0
4,2026-09-22 00:20:00,T02,Temperature,27.482,27.012,healthy,1.01021,0.20765,0
65,2026-09-22 05:25:00,C01,CO2,503.831,504.544,healthy,0.99179,4.77119,0
82,2026-09-22 06:50:00,C02,CO2,837.924,779.12,warning,1.06845,4.50561,0
186,2026-09-22 15:30:00,T01,Temperature,24.69,24.395,healthy,1.00562,0.19301,0
158,2026-09-22 13:10:00,C02,CO2,921.036,708.286,unhealthy,1.29244,4.68582,0
9,2026-09-22 00:45:00,T01,Temperature,26.268,25.992,healthy,1.00426,0.1938,0
10,2026-09-22 00:50:00,T01,Temperature,26.633,26.385,healthy,1.00279,0.19177,0
19,2026-09-22 01:35:00,C01,CO2,616.399,610.557,healthy,1.00375,5.19024,0
12,2026-09-22 01:00:00,C01,CO2,520.988,521.97,healthy,0.99155,4.8991,0
155,2026-09-22 12:55:00,H01,Humidity,47.605,46.972,healthy,0.9991,0.48973,0
89,2026-09-22 07:25:00,T02,Temperature,28.124,25.963,warning,1.07466,0.20712,0
27,2026-09-22 02:15:00,H01,Humidity,45.998,45.95,healthy,0.99569,0.48059,0
161,2026-09-22 13:25:00,H01,Humidity,49.252,48.796,healthy,0.99751,0.49154,0
49,2026-09-22 04:05:00,H02,Humidity,50.666,49.49,healthy,1.01193,0.49636,0
